par_4_85,06:13:21,
par_4_85,06:22:21,
par_4_85,06:31:21,
par_4_85,06:40:21,
par_4_85,06:49:21,
par_4_85,06:58:21,
par_4_85,07:06:21,
par_4_85,07:14:21,
par_4_85,07:22:21,
par_4_85,07:30:21,
par_4_85,07:38:21,
par_4_85,07:46:21,
par_4_85,07:54:21,
par_4_85,08:02:21,
par_4_85,08:10:21,
par_4_85,08:18:21,
par_4_85,08:26:21,
par_4_85,08:34:21,
par_4_85,08:42:21,
par_4_85,08:50:21,
par_4_85,08:58:21,
par_4_85,09:06:21,
par_4_85,09:14:21,
par_4_85,09:22:21,
par_4_85,09:30:21,
par_4_85,09:38:21,
par_4_85,09:46:21,
par_4_85,09:54:21,
par_4_85,10:02:21,
par_4_85,10:10:21,
par_4_85,10:18:21,
par_4_85,10:26:21,
par_4_85,10:34:21,
par_4_85,10:42:21,
par_4_85,10:50:21,
par_4_85,10:58:21,
par_4_85,11:04:51,
par_4_85,11:11:21,
par_4_85,11:17:51,
par_4_85,11:24:21,
par_4_85,11:30:51,
par_4_85,11:37:21,
par_4_85,11:43:51,
par_4_85,11:50:21,
par_4_85,11:56:51,
par_4_85,12:03:21,
par_4_85,12:09:51,
par_4_85,12:16:21,
par_4_85,12:22:51,
par_4_85,12:29:21,
par_4_85,12:35:51,
par_4_85,12:42:21,
par_4_85,12:48:51,
par_4_85,12:55:21,
par_4_85,13:01:51,
par_4_85,13:08:21,
par_4_85,13:14:51,
par_4_85,13:21:21,
par_4_85,13:27:51,
par_4_85,13:34:21,
par_4_85,13:40:51,
par_4_85,13:47:21,
par_4_85,13:53:51,
par_4_85,14:00:21,
par_4_85,14:06:51,
par_4_85,14:13:21,
par_4_85,14:19:51,
par_4_85,14:26:21,
par_4_85,14:32:51,
par_4_85,14:39:21,
par_4_85,14:45:51,
par_4_85,14:52:21,
par_4_85,14:58:51,
par_4_85,15:05:21,
par_4_85,15:11:51,
par_4_85,15:18:21,
par_4_85,15:24:51,
par_4_85,15:31:21,
par_4_85,15:37:51,
par_4_85,15:44:21,
par_4_85,15:50:51,
par_4_85,15:57:21,
par_4_85,16:03:51,
par_4_85,16:10:21,
par_4_85,16:16:51,
par_4_85,16:23:21,
par_4_85,16:29:51,
par_4_85,16:36:21,
par_4_85,16:42:51,
par_4_85,16:49:21,
par_4_85,16:55:51,
par_4_85,17:02:21,
par_4_85,17:08:51,
par_4_85,17:15:21,
par_4_85,17:21:51,
par_4_85,17:28:21,
par_4_85,17:34:51,
par_4_85,17:41:21,
par_4_85,17:47:51,
par_4_85,17:54:21,
par_4_85,18:00:51,
par_4_85,18:07:21,
par_4_85,18:13:51,
par_4_85,18:20:21,
par_4_85,18:26:51,
par_4_85,18:33:21,
par_4_85,18:39:51,
par_4_85,18:46:21,
par_4_85,18:52:51,
par_4_85,18:59:21,
par_4_85,19:05:51,
par_4_85,19:12:21,
par_4_85,19:18:51,
par_4_85,19:25:21,
par_4_85,19:31:51,
par_4_85,19:38:21,
par_4_85,19:44:51,
par_4_85,19:51:21,
par_4_85,19:57:51,
par_4_85,20:04:21,
par_4_85,20:10:51,
par_4_85,20:17:21,
par_4_85,20:23:51,
par_4_85,20:30:21,
par_4_85,20:36:51,
par_4_85,20:43:21,
par_4_85,20:49:51,
par_4_85,20:56:21,
par_4_85,21:02:51,
par_4_85,21:09:21,
par_4_85,21:15:51,
par_4_85,21:22:21,
par_4_85,21:28:51,
par_4_85,21:35:21,
par_4_85,21:41:51,
par_4_85,21:48:21,
par_4_85,21:54:51,
par_4_85,22:02:21,
par_4_85,22:09:51,
par_4_85,22:17:21,
par_4_85,22:24:51,
par_4_85,22:32:21,
par_4_85,22:39:51,
par_4_85,22:47:21,
par_4_85,22:54:51,
par_4_85,23:02:21,
par_4_85,23:09:51,
par_4_85,23:17:21,
par_4_85,23:24:51,
par_4_85,23:32:21,
par_4_85,23:39:51,
par_4_85,23:47:21,
par_4_85,23:54:51,
par_4_85,00:04:51,
par_4_85,00:14:51,
par_4_85,00:24:51,
par_4_85,00:34:51,
par_4_85,00:44:51,
par_4_85,00:54:51,
par_4_85,01:04:51,
par_4_85,01:14:51,
par_4_85,01:24:51,
par_4_85,01:34:51,
par_4_85,01:44:51,
par_4_85,01:54:51,
